src/main/java/co/edu/unbosque/horizont/HorizontApplication.java:11:	UseUtilityClass:	UseUtilityClass: This utility class has a non-private constructor
src/main/java/co/edu/unbosque/horizont/exception/BaseResponse.java:27:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'codigo' is not assigned and could be declared final
src/main/java/co/edu/unbosque/horizont/exception/BaseResponse.java:27:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'errorMensaje' is not assigned and could be declared final
src/main/java/co/edu/unbosque/horizont/exception/BaseResponse.java:27:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'mensaje' is not assigned and could be declared final
src/main/java/co/edu/unbosque/horizont/exception/BaseResponse.java:38:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'codigo' is not assigned and could be declared final
src/main/java/co/edu/unbosque/horizont/exception/BaseResponse.java:38:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'mensaje' is not assigned and could be declared final
src/main/java/co/edu/unbosque/horizont/exception/BaseResponse.java:45:	UncommentedEmptyConstructor:	UncommentedEmptyConstructor: Document empty constructor
src/main/java/co/edu/unbosque/horizont/exception/BaseResponse.java:52:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'mensaje' is not assigned and could be declared final
src/main/java/co/edu/unbosque/horizont/exception/BaseResponse.java:60:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'codigo' is not assigned and could be declared final
src/main/java/co/edu/unbosque/horizont/exception/BaseResponse.java:68:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'errorMensaje' is not assigned and could be declared final
src/main/java/co/edu/unbosque/horizont/exception/ValidationExceptionHandler.java:8:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/exception/ValidationExceptionHandler.java:12:	AtLeastOneConstructor:	AtLeastOneConstructor: Each class should declare at least one constructor
src/main/java/co/edu/unbosque/horizont/exception/ValidationExceptionHandler.java:13:	CommentSize:	CommentSize: Comment is too large: Too many lines
src/main/java/co/edu/unbosque/horizont/exception/ValidationExceptionHandler.java:16:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/exception/ValidationExceptionHandler.java:17:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/exception/ValidationExceptionHandler.java:20:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/exception/ValidationExceptionHandler.java:23:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'ex' is not assigned and could be declared final
src/main/java/co/edu/unbosque/horizont/exception/ValidationExceptionHandler.java:23:	ShortVariable:	ShortVariable: Avoid variables with short names like ex
src/main/java/co/edu/unbosque/horizont/exception/ValidationExceptionHandler.java:24:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'response' could be declared final
src/main/java/co/edu/unbosque/horizont/exception/package-info.java:1:	CommentSize:	CommentSize: Comment is too large: Too many lines
src/main/java/co/edu/unbosque/horizont/exception/package-info.java:4:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/exception/package-info.java:9:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/exception/package-info.java:10:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/exception/package-info.java:13:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/package-info.java:1:	CommentSize:	CommentSize: Comment is too large: Too many lines
src/main/java/co/edu/unbosque/horizont/package-info.java:4:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/package-info.java:7:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/package-info.java:17:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/repository/UsuarioRepository.java:10:	CommentRequired:	CommentRequired: Class comments are required
src/main/java/co/edu/unbosque/horizont/repository/UsuarioRepository.java:11:	CommentRequired:	CommentRequired: Public method and constructor comments are required
src/main/java/co/edu/unbosque/horizont/repository/UsuarioRepository.java:12:	CommentRequired:	CommentRequired: Public method and constructor comments are required
src/main/java/co/edu/unbosque/horizont/service/client/alpaca/AlpacaClient.java:12:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/service/client/alpaca/AlpacaClient.java:14:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/service/client/alpaca/AlpacaClient.java:38:	FieldNamingConventions:	FieldNamingConventions: The final field name 'ALPACA_URL' doesn't match '[a-z][a-zA-Z0-9]*'
src/main/java/co/edu/unbosque/horizont/service/client/alpaca/AlpacaClient.java:38:	FinalFieldCouldBeStatic:	FinalFieldCouldBeStatic: This final field could be made static
src/main/java/co/edu/unbosque/horizont/service/client/alpaca/AlpacaClient.java:40:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/service/client/alpaca/AlpacaClient.java:44:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'builder' is not assigned and could be declared final
src/main/java/co/edu/unbosque/horizont/service/client/alpaca/AlpacaClient.java:48:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/service/client/alpaca/AlpacaClient.java:51:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/service/client/alpaca/AlpacaClient.java:55:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'cuenta' is not assigned and could be declared final
src/main/java/co/edu/unbosque/horizont/service/client/alpaca/AlpacaClient.java:58:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'mapper' could be declared final
src/main/java/co/edu/unbosque/horizont/service/client/alpaca/AlpacaClient.java:59:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'json' could be declared final
src/main/java/co/edu/unbosque/horizont/service/client/alpaca/AlpacaClient.java:60:	SystemPrintln:	SystemPrintln: Usage of System.out/err
src/main/java/co/edu/unbosque/horizont/service/client/alpaca/AlpacaClient.java:61:	SystemPrintln:	SystemPrintln: Usage of System.out/err
src/main/java/co/edu/unbosque/horizont/service/client/alpaca/AlpacaClient.java:64:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'headers' could be declared final
src/main/java/co/edu/unbosque/horizont/service/client/alpaca/AlpacaClient.java:64:	LooseCoupling:	LooseCoupling: Avoid using implementation types like 'HttpHeaders'; use the interface instead
src/main/java/co/edu/unbosque/horizont/service/client/alpaca/AlpacaClient.java:69:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'request' could be declared final
src/main/java/co/edu/unbosque/horizont/service/client/alpaca/AlpacaClient.java:72:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'response' could be declared final
src/main/java/co/edu/unbosque/horizont/service/client/alpaca/AlpacaClient.java:75:	LawOfDemeter:	LawOfDemeter: Call to `getStatusCode` on foreign value `response` (degree 1)
src/main/java/co/edu/unbosque/horizont/service/client/alpaca/AlpacaClient.java:75:	SystemPrintln:	SystemPrintln: Usage of System.out/err
src/main/java/co/edu/unbosque/horizont/service/client/alpaca/AlpacaClient.java:76:	SystemPrintln:	SystemPrintln: Usage of System.out/err
src/main/java/co/edu/unbosque/horizont/service/client/alpaca/AlpacaClient.java:78:	OnlyOneReturn:	OnlyOneReturn: A method should have only one exit point, and that should be the last statement in the method
src/main/java/co/edu/unbosque/horizont/service/client/alpaca/AlpacaClient.java:80:	AvoidPrintStackTrace:	AvoidPrintStackTrace: Avoid printStackTrace(); use a logger call instead.
src/main/java/co/edu/unbosque/horizont/service/client/alpaca/AlpacaClient.java:81:	OnlyOneReturn:	OnlyOneReturn: A method should have only one exit point, and that should be the last statement in the method
src/main/java/co/edu/unbosque/horizont/service/client/alpaca/AlpacaClient.java:83:	AvoidCatchingGenericException:	AvoidCatchingGenericException: Avoid catching generic exceptions such as NullPointerException, RuntimeException, Exception in try-catch block
src/main/java/co/edu/unbosque/horizont/service/client/alpaca/AlpacaClient.java:84:	AvoidPrintStackTrace:	AvoidPrintStackTrace: Avoid printStackTrace(); use a logger call instead.
src/main/java/co/edu/unbosque/horizont/service/client/alpaca/InterfaceAlpacaClient.java:8:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/service/client/alpaca/InterfaceAlpacaClient.java:9:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/service/client/alpaca/InterfaceAlpacaClient.java:12:	ImplicitFunctionalInterface:	ImplicitFunctionalInterface: Annotate this interface with @FunctionalInterface or with @SuppressWarnings("PMD.ImplicitFunctionalInterface") to clarify your intent.
src/main/java/co/edu/unbosque/horizont/service/client/alpaca/InterfaceAlpacaClient.java:16:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/service/client/alpaca/InterfaceAlpacaClient.java:17:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/service/client/alpaca/package-info.java:1:	CommentSize:	CommentSize: Comment is too large: Too many lines
src/main/java/co/edu/unbosque/horizont/service/client/alpaca/package-info.java:4:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/service/client/alpaca/package-info.java:5:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/service/client/alpaca/package-info.java:9:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/service/client/alpaca/package-info.java:10:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/service/client/alpaca/package-info.java:13:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/service/client/alpaca/package-info.java:14:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/service/client/alpaca/package-info.java:17:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/service/client/alpaca/package-info.java:18:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/service/client/finnhub/FinnhubClient.java:10:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/service/client/finnhub/FinnhubClient.java:22:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/service/client/finnhub/FinnhubClient.java:29:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/service/client/finnhub/FinnhubClient.java:31:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/service/client/finnhub/FinnhubClient.java:33:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'builder' is not assigned and could be declared final
src/main/java/co/edu/unbosque/horizont/service/client/finnhub/FinnhubClient.java:36:	CommentSize:	CommentSize: Comment is too large: Too many lines
src/main/java/co/edu/unbosque/horizont/service/client/finnhub/FinnhubClient.java:37:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/service/client/finnhub/FinnhubClient.java:39:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/service/client/finnhub/FinnhubClient.java:43:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/service/client/finnhub/FinnhubClient.java:46:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'symbol' is not assigned and could be declared final
src/main/java/co/edu/unbosque/horizont/service/client/finnhub/FinnhubClient.java:47:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'url' could be declared final
src/main/java/co/edu/unbosque/horizont/service/client/finnhub/InterfaceFinnhubClient.java:7:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/service/client/finnhub/InterfaceFinnhubClient.java:9:	ImplicitFunctionalInterface:	ImplicitFunctionalInterface: Annotate this interface with @FunctionalInterface or with @SuppressWarnings("PMD.ImplicitFunctionalInterface") to clarify your intent.
src/main/java/co/edu/unbosque/horizont/service/client/package-info.java:1:	CommentSize:	CommentSize: Comment is too large: Too many lines
src/main/java/co/edu/unbosque/horizont/service/client/package-info.java:4:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/service/client/package-info.java:5:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/service/client/package-info.java:9:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/service/client/package-info.java:10:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/service/client/package-info.java:11:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/service/client/package-info.java:12:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/service/client/package-info.java:15:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/service/client/package-info.java:16:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/service/internal/InterfaceMarketService.java:9:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/service/internal/InterfaceMarketService.java:12:	ImplicitFunctionalInterface:	ImplicitFunctionalInterface: Annotate this interface with @FunctionalInterface or with @SuppressWarnings("PMD.ImplicitFunctionalInterface") to clarify your intent.
src/main/java/co/edu/unbosque/horizont/service/internal/InterfaceMarketService.java:14:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/service/internal/InterfaceMarketService.java:16:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/service/internal/InterfaceMarketService.java:17:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/service/internal/InterfaceUsuarioService.java:8:	CommentRequired:	CommentRequired: Class comments are required
src/main/java/co/edu/unbosque/horizont/service/internal/InterfaceUsuarioService.java:9:	CommentRequired:	CommentRequired: Public method and constructor comments are required
src/main/java/co/edu/unbosque/horizont/service/internal/InterfaceUsuarioService.java:11:	CommentRequired:	CommentRequired: Public method and constructor comments are required
src/main/java/co/edu/unbosque/horizont/service/internal/InterfaceUsuarioService.java:13:	CommentRequired:	CommentRequired: Public method and constructor comments are required
src/main/java/co/edu/unbosque/horizont/service/internal/InterfaceUsuarioService.java:15:	CommentRequired:	CommentRequired: Public method and constructor comments are required
src/main/java/co/edu/unbosque/horizont/service/internal/InterfaceUsuarioService.java:15:	ShortVariable:	ShortVariable: Avoid variables with short names like id
src/main/java/co/edu/unbosque/horizont/service/internal/InterfaceUsuarioService.java:17:	CommentRequired:	CommentRequired: Public method and constructor comments are required
src/main/java/co/edu/unbosque/horizont/service/internal/InterfaceUsuarioService.java:17:	ShortVariable:	ShortVariable: Avoid variables with short names like id
src/main/java/co/edu/unbosque/horizont/service/internal/InterfaceWatchlistService.java:5:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/service/internal/InterfaceWatchlistService.java:13:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/service/internal/InterfaceWatchlistService.java:14:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/service/internal/InterfaceWatchlistService.java:20:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/service/internal/MarketService.java:18:	CommentRequired:	CommentRequired: Field comments are required
src/main/java/co/edu/unbosque/horizont/service/internal/MarketService.java:22:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/service/internal/MarketService.java:24:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'finnhubClient' is not assigned and could be declared final
src/main/java/co/edu/unbosque/horizont/service/internal/MarketService.java:27:	CommentSize:	CommentSize: Comment is too large: Too many lines
src/main/java/co/edu/unbosque/horizont/service/internal/MarketService.java:28:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/service/internal/MarketService.java:30:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/service/internal/MarketService.java:33:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/service/internal/MarketService.java:34:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/service/internal/MarketService.java:37:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'symbols' is not assigned and could be declared final
src/main/java/co/edu/unbosque/horizont/service/internal/UsuarioService.java:18:	CommentRequired:	CommentRequired: Class comments are required
src/main/java/co/edu/unbosque/horizont/service/internal/UsuarioService.java:20:	CommentRequired:	CommentRequired: Field comments are required
src/main/java/co/edu/unbosque/horizont/service/internal/UsuarioService.java:22:	CommentRequired:	CommentRequired: Field comments are required
src/main/java/co/edu/unbosque/horizont/service/internal/UsuarioService.java:25:	CommentRequired:	CommentRequired: Field comments are required
src/main/java/co/edu/unbosque/horizont/service/internal/UsuarioService.java:25:	LongVariable:	LongVariable: Avoid excessively long variable names like interfaceAlpacaClient
src/main/java/co/edu/unbosque/horizont/service/internal/UsuarioService.java:27:	CommentRequired:	CommentRequired: Public method and constructor comments are required
src/main/java/co/edu/unbosque/horizont/service/internal/UsuarioService.java:27:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'modelMapper' is not assigned and could be declared final
src/main/java/co/edu/unbosque/horizont/service/internal/UsuarioService.java:33:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'dto' is not assigned and could be declared final
src/main/java/co/edu/unbosque/horizont/service/internal/UsuarioService.java:34:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'usuario' could be declared final
src/main/java/co/edu/unbosque/horizont/service/internal/UsuarioService.java:35:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'guardado' could be declared final
src/main/java/co/edu/unbosque/horizont/service/internal/UsuarioService.java:39:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'usuario' is not assigned and could be declared final
src/main/java/co/edu/unbosque/horizont/service/internal/UsuarioService.java:39:	MissingOverride:	MissingOverride: The method 'guardarUsuario(Usuario)' is missing an @Override annotation.
src/main/java/co/edu/unbosque/horizont/service/internal/UsuarioService.java:41:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'usuarioGuardado' could be declared final
src/main/java/co/edu/unbosque/horizont/service/internal/UsuarioService.java:44:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'contact' could be declared final
src/main/java/co/edu/unbosque/horizont/service/internal/UsuarioService.java:54:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'identity' could be declared final
src/main/java/co/edu/unbosque/horizont/service/internal/UsuarioService.java:62:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'disclosures' could be declared final
src/main/java/co/edu/unbosque/horizont/service/internal/UsuarioService.java:69:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'now' could be declared final
src/main/java/co/edu/unbosque/horizont/service/internal/UsuarioService.java:70:	AvoidUsingHardCodedIP:	AvoidUsingHardCodedIP: Do not hard code the IP address ip
src/main/java/co/edu/unbosque/horizont/service/internal/UsuarioService.java:70:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'ip' could be declared final
src/main/java/co/edu/unbosque/horizont/service/internal/UsuarioService.java:70:	ShortVariable:	ShortVariable: Avoid variables with short names like ip
src/main/java/co/edu/unbosque/horizont/service/internal/UsuarioService.java:72:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'agreement1' could be declared final
src/main/java/co/edu/unbosque/horizont/service/internal/UsuarioService.java:77:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'agreement2' could be declared final
src/main/java/co/edu/unbosque/horizont/service/internal/UsuarioService.java:82:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'agreement3' could be declared final
src/main/java/co/edu/unbosque/horizont/service/internal/UsuarioService.java:90:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'cuentaAlpaca' could be declared final
src/main/java/co/edu/unbosque/horizont/service/internal/UsuarioService.java:102:	MissingOverride:	MissingOverride: The method 'obtenerTodosLosUsuarios()' is missing an @Override annotation.
src/main/java/co/edu/unbosque/horizont/service/internal/UsuarioService.java:106:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'id' is not assigned and could be declared final
src/main/java/co/edu/unbosque/horizont/service/internal/UsuarioService.java:106:	MissingOverride:	MissingOverride: The method 'obtenerUsuarioPorId(Long)' is missing an @Override annotation.
src/main/java/co/edu/unbosque/horizont/service/internal/UsuarioService.java:106:	ShortVariable:	ShortVariable: Avoid variables with short names like id
src/main/java/co/edu/unbosque/horizont/service/internal/UsuarioService.java:110:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'id' is not assigned and could be declared final
src/main/java/co/edu/unbosque/horizont/service/internal/UsuarioService.java:110:	MissingOverride:	MissingOverride: The method 'eliminarUsuario(Long)' is missing an @Override annotation.
src/main/java/co/edu/unbosque/horizont/service/internal/UsuarioService.java:110:	ShortVariable:	ShortVariable: Avoid variables with short names like id
src/main/java/co/edu/unbosque/horizont/service/internal/WatchlistService.java:8:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/service/internal/WatchlistService.java:10:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/service/internal/WatchlistService.java:14:	AtLeastOneConstructor:	AtLeastOneConstructor: Each class should declare at least one constructor
src/main/java/co/edu/unbosque/horizont/service/internal/WatchlistService.java:17:	UseConcurrentHashMap:	UseConcurrentHashMap: If you run in Java5 or newer and have concurrent access, you should use the ConcurrentHashMap implementation
src/main/java/co/edu/unbosque/horizont/service/internal/WatchlistService.java:22:	CommentSize:	CommentSize: Comment is too large: Too many lines
src/main/java/co/edu/unbosque/horizont/service/internal/WatchlistService.java:29:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/service/internal/WatchlistService.java:32:	MethodArgumentCouldBeFinal:	MethodArgumentCouldBeFinal: Parameter 'symbols' is not assigned and could be declared final
src/main/java/co/edu/unbosque/horizont/service/internal/WatchlistService.java:38:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'listaLimpia' could be declared final
src/main/java/co/edu/unbosque/horizont/service/internal/WatchlistService.java:39:	InefficientEmptyStringCheck:	InefficientEmptyStringCheck: String.trim().length() == 0 / String.trim().isEmpty() is an inefficient way to validate a blank String.
src/main/java/co/edu/unbosque/horizont/service/internal/package-info.java:1:	CommentSize:	CommentSize: Comment is too large: Too many lines
src/main/java/co/edu/unbosque/horizont/service/internal/package-info.java:4:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/service/internal/package-info.java:5:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/service/internal/package-info.java:7:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/service/internal/package-info.java:12:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/service/internal/package-info.java:13:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/service/internal/package-info.java:16:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/service/package-info.java:1:	CommentSize:	CommentSize: Comment is too large: Too many lines
src/main/java/co/edu/unbosque/horizont/service/package-info.java:4:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/service/package-info.java:9:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/service/package-info.java:10:	CommentSize:	CommentSize: Comment is too large: Line too long
src/main/java/co/edu/unbosque/horizont/service/package-info.java:13:	CommentSize:	CommentSize: Comment is too large: Line too long
src/test/java/co/edu/unbosque/horizont/HorizontApplicationTests.java:7:	AtLeastOneConstructor:	AtLeastOneConstructor: Each class should declare at least one constructor
src/test/java/co/edu/unbosque/horizont/HorizontApplicationTests.java:7:	CommentRequired:	CommentRequired: Class comments are required
src/test/java/co/edu/unbosque/horizont/HorizontApplicationTests.java:10:	UncommentedEmptyMethodBody:	UncommentedEmptyMethodBody: Document empty method body
src/test/java/co/edu/unbosque/horizont/HorizontApplicationTests.java:10:	UnitTestShouldIncludeAssert:	UnitTestShouldIncludeAssert: This unit test should include assert() or fail()
src/test/java/co/edu/unbosque/horizont/controller/MarketControllerTest.java:16:	AtLeastOneConstructor:	AtLeastOneConstructor: Each class should declare at least one constructor
src/test/java/co/edu/unbosque/horizont/controller/MarketControllerTest.java:16:	CommentRequired:	CommentRequired: Class comments are required
src/test/java/co/edu/unbosque/horizont/controller/MarketControllerTest.java:16:	JUnit5TestShouldBePackagePrivate:	JUnit5TestShouldBePackagePrivate: JUnit 5 tests should be package-private.
src/test/java/co/edu/unbosque/horizont/controller/MarketControllerTest.java:18:	CommentRequired:	CommentRequired: Field comments are required
src/test/java/co/edu/unbosque/horizont/controller/MarketControllerTest.java:18:	FieldNamingConventions:	FieldNamingConventions: The constant name 'logger' doesn't match '[A-Z][A-Z_0-9]*'
src/test/java/co/edu/unbosque/horizont/controller/MarketControllerTest.java:20:	CommentRequired:	CommentRequired: Field comments are required
src/test/java/co/edu/unbosque/horizont/controller/MarketControllerTest.java:23:	CommentRequired:	CommentRequired: Field comments are required
src/test/java/co/edu/unbosque/horizont/controller/MarketControllerTest.java:26:	CommentRequired:	CommentRequired: Public method and constructor comments are required
src/test/java/co/edu/unbosque/horizont/controller/MarketControllerTest.java:26:	JUnit5TestShouldBePackagePrivate:	JUnit5TestShouldBePackagePrivate: JUnit 5 tests should be package-private.
src/test/java/co/edu/unbosque/horizont/controller/MarketControllerTest.java:26:	UnitTestContainsTooManyAsserts:	UnitTestContainsTooManyAsserts: Unit tests should not contain more than 1 assert(s).
src/test/java/co/edu/unbosque/horizont/controller/MarketControllerTest.java:27:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'url' could be declared final
src/test/java/co/edu/unbosque/horizont/controller/MarketControllerTest.java:28:	LocalVariableCouldBeFinal:	LocalVariableCouldBeFinal: Local variable 'response' could be declared final
src/test/java/co/edu/unbosque/horizont/controller/UsuarioControllerTest.java:19:	AtLeastOneConstructor:	AtLeastOneConstructor: Each class should declare at least one constructor
src/test/java/co/edu/unbosque/horizont/controller/UsuarioControllerTest.java:19:	CommentRequired:	CommentRequired: Class comments are required
src/test/java/co/edu/unbosque/horizont/controller/UsuarioControllerTest.java:21:	CommentRequired:	CommentRequired: Field comments are required
src/test/java/co/edu/unbosque/horizont/controller/UsuarioControllerTest.java:21:	FieldNamingConventions:	FieldNamingConventions: The constant name 'logger' doesn't match '[A-Z][A-Z_0-9]*'
